date,Solar Electricity Net Generation (Megawattshour),Temperature F,Temperature C,Precipitation,co2 emissions,date,kwh_price,savings,investment,Montly Total ETR (millions USD),Environmental Tax Revenue Percentage of GDP (%),ITC Investment Tax Credit % ,Green Growth coefficient,Executive Party Democratic,Executive Party Republican,Legislative House Majority Democratic,Legislative House Majority Republican,Senate Majority Democratic,Senate Majority Republican
01/01/2015,1901.796,31.150816326530613,-0.471768707,2.0922448979591834,5368.496582,01/01/2015,9.420967741935485,0,1.0948,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/02/2015,2299.318,29.458061224489796,-1.412188209,1.8854081632653061,5368.496582,01/02/2015,9.600040322580645,0.2189019932385394,0.3127999999999998,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/03/2015,3205.834,43.12132653061225,6.178514739229028,2.4250000000000003,5368.496582,01/03/2015,9.576733870967743,-0.213650267,0.0782,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/04/2015,3642.646,52.713469387755104,11.50748299319728,3.1563265306122448,5368.496582,01/04/2015,9.502137096774195,-0.099786138,0.1172999999999998,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/05/2015,3897.986,61.48897959183674,16.38276644,4.232142857142857,5368.496582,01/05/2015,9.625282258064518,-0.296311979,0.5083000000000002,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/06/2015,3965.612,70.685,21.491666666666667,4.350102040816327,5368.496582,01/06/2015,9.811774193548388,-0.023612455,2.5024,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/07/2015,4113.745,73.63867346938775,23.132596371882087,3.6425510204081637,5368.496582,01/07/2015,9.900120967741936,-0.427742794,0.2737000000000002,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/08/2015,4155.602,72.36642857142857,22.42579365079365,2.8164285714285713,5368.496582,01/08/2015,9.855443548387097,-0.40118827,0.8992999999999999,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/09/2015,3546.776,68.29183673469389,20.162131519274382,2.670408163265306,5368.496582,01/09/2015,9.759556451612903,0.1079546428874471,0.1564000000000001,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/10/2015,3107.287,56.21673469387755,13.453741496598639,3.1289795918367345,5368.496582,01/10/2015,9.519516129032258,-0.115214834,0.3519000000000003,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/11/2015,2711.71,45.21102040816327,7.339455782312929,3.590816326530612,5368.496582,01/11/2015,9.361693548387096,0.036511719,0.9775,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/12/2015,2483.859,39.69326530612245,4.274036281179138,4.337755102040816,5368.496582,01/12/2015,9.184758065,-0.029861075,4.0273,6995.95,0.458875728,0.3,4.02,1,0,0,1,0,1
01/01/2016,2465.407,31.280816326530612,-0.399546485,2.0420408163265305,5245.361816,01/01/2016,9.12358871,-0.157574287,0.0906,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/02/2016,3386.136,37.915,3.2861111111111105,2.3903061224489797,5245.361816,01/02/2016,9.220766129032258,0.5115120380778126,0.3322,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/03/2016,4142.592,46.865102040816325,8.258390022675735,3.0729591836734693,5245.361816,01/03/2016,9.311935483870968,-0.528655398,0.6341999999999999,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/04/2016,4582.619,52.392755102040816,11.329308390022675,3.113673469387755,5245.361816,01/04/2016,9.322782258064516,0.3491655014317616,0.6342000000000002,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/05/2016,5304.175,60.302142857142854,15.723412698412696,3.360204081632653,5245.361816,01/05/2016,9.450201612903228,0.2799735043954889,0.1811999999999998,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/06/2016,5401.265,71.31061224489797,21.839229024943318,2.8049999999999997,5245.361816,01/06/2016,9.696774193548388,0.078072982,1.7818,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/07/2016,5945.077,74.93265306122449,23.85147392290249,3.502551020408163,5245.361816,01/07/2016,9.694032258064516,-0.251600067,1.9630000000000003,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/08/2016,5910.828,73.63785714285714,23.132142857142856,3.8924489795918364,5245.361816,01/08/2016,9.755322580645162,0.2575567570713319,1.2985999999999998,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/09/2016,5370.448,67.28469387755102,19.60260770975057,3.102346939,5245.361816,01/09/2016,9.754959677419356,0.090128894,2.9294,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/10/2016,4743.288,57.34897959183673,14.082766439909294,2.5877551020408163,5245.361816,01/10/2016,9.533427419,-0.227574735,3.2917999999999994,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/11/2016,4023.989,47.340306122448986,8.522392290249437,1.8944897959183673,5245.361816,01/11/2016,9.458306451612902,0.1451148190663085,1.5704000000000014,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/12/2016,3590.669,32.66275510204081,0.36819727891156223,2.965,5245.361816,01/12/2016,9.303104838709675,1.3387735116301194,7.761400000000002,7089.43,0.452398742,0.3,4.17,1,0,0,1,0,1
01/01/2017,3570.017,33.49051020408164,0.8280612244897986,3.2906122448979596,5195.41748,01/01/2017,9.316935483870967,-1.012418446,0.7124,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/02/2017,4135.354,40.32306122448979,4.6239229024943285,2.1179591836734692,5195.41748,01/02/2017,9.536008064516128,-0.155456483,0.5754,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/03/2017,6486.542,44.05336734693877,6.696315192743762,2.8148979591836736,5195.41748,01/03/2017,9.549596774,0.020056424,1.0138,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/04/2017,7101.804,53.95387755102041,12.196598639455784,3.8504081632653064,5195.41748,01/04/2017,9.575,-0.223421887,1.3152000000000004,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/05/2017,8208.215,60.27193878,15.706632653061222,4.007959183673469,5195.41748,01/05/2017,9.727741935483872,0.082238784,0.548,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/06/2017,8602.15,69.96346939,21.090816326530607,3.447142857142857,5195.41748,01/06/2017,9.997822581,-0.051017939,0.5754,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/07/2017,8123.752,74.98459184,23.880328798185943,3.3448979591836734,5195.41748,01/07/2017,9.953024193548387,0.1793175624717595,0.1918000000000002,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/08/2017,7848.173,71.27551020408163,21.81972789115646,3.698265306122449,5195.41748,01/08/2017,9.932016129032258,0.3163171589479727,0.6849999999999995,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/09/2017,7284.821,66.20663265306122,19.00368480725623,2.4352040816326532,5195.41748,01/09/2017,9.927822581,-0.038232893,0.3288000000000003,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/10/2017,6639.608,56.07948979591837,13.37749433106576,3.3302040816326532,5195.41748,01/10/2017,9.708346774193547,0.168179051,0.7946000000000002,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/11/2017,4769.855,44.05540816326531,6.69744898,1.8062244897959183,5195.41748,01/11/2017,9.628064516129031,-0.215338076,0.9315999999999998,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/12/2017,4506.858,33.19275510204081,0.6626417233560074,1.822857142857143,5195.41748,01/12/2017,9.462338709677418,0.1527591042000557,3.5346000000000006,7222.19,0.441902012,0.3,4.34,0,1,0,1,0,1
01/01/2018,4938.335,30.338367346938774,-0.923129252,2.125204081632653,5361.236328,01/01/2018,9.622903225806452,-0.020062674,1.3629,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/02/2018,5662.755,35.357244897959184,1.865136054421769,3.5053061224489794,5361.236328,01/02/2018,9.736612903225806,-0.357186078,0.1386000000000001,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/03/2018,7490.196,41.47887755,5.266043083900224,2.794285714285714,5361.236328,01/03/2018,9.658427419,-0.050526091,1.0164000000000002,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/04/2018,8796.438,47.87969387755102,8.822052154195012,2.979591836734694,5361.236328,01/04/2018,9.655806451612902,-0.008752133,0.5313,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/05/2018,9860.222,65.53163265306122,18.628684807256235,3.382959183673469,5361.236328,01/05/2018,9.781290322580649,-0.289197659,0.8084999999999998,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/06/2018,10473.778,71.14010204081632,21.74450113378684,3.6270408163265304,5361.236328,01/06/2018,10.01774193548387,0.3188353717762635,0.2541000000000002,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/07/2018,9901.296,74.95234694,23.862414965986392,3.3618367346938776,5361.236328,01/07/2018,10.048185483870968,0.1212382996747711,0.1386000000000001,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/08/2018,9712.308,73.35908163265306,22.977267573696142,3.7867346938775515,5361.236328,01/08/2018,9.970927419,0.043510976,0.0924,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/09/2018,8635.235,67.62459184,19.79143990929705,4.323877551020408,5361.236328,01/09/2018,9.954959677419357,-0.308801633,0.6237,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/10/2018,7361.466,53.611326530612246,12.006292517006804,3.7347959183673467,5361.236328,01/10/2018,9.836370967741937,0.074604953,0.2310000000000002,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/11/2018,5648.047,39.44806122448979,4.137811791383218,3.4670408163265303,5361.236328,01/11/2018,9.742459677419356,-0.031088411,1.1088,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/12/2018,4884.513,35.20622448979592,1.781235827664401,3.624081632653061,5361.236328,01/12/2018,9.602580645161291,0.5041918140385193,2.8413,7594.85,0.441208009,0.3,4.33,0,1,0,1,0,1
01/01/2019,5483.407,31.176122448979594,-0.457709751,2.9279591836734693,5235.912109,01/01/2019,9.630120967741936,-0.371669165,1.2017,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/02/2019,5894.647,31.607551020408163,-0.218027211,3.546530612244898,5235.912109,01/02/2019,9.802137096774192,-0.09544011,0.2955,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/03/2019,8812.885,39.43244897959184,4.129138321995466,2.4579591836734695,5235.912109,01/03/2019,9.73141129,0.1003397820290739,0.3545999999999998,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/04/2019,9997.246,52.44724489795918,11.359580498866212,3.6931632653061226,5235.912109,01/04/2019,9.859233870967742,-0.266090685,0.1773000000000001,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/05/2019,10710.68,59.904999999999994,15.502777777777775,4.729897959183674,5235.912109,01/05/2019,9.881451612903223,0.1622263850335343,0.0788,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/06/2019,11575.145,68.70714285714286,20.392857142857142,3.866530612244898,5235.912109,01/06/2019,10.093951612903227,0.2553553144218943,0.4728,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/07/2019,11892.781,74.655,23.697222222222223,3.295816326530612,5235.912109,01/07/2019,10.006451612903223,0.409611479,0.3742999999999998,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/08/2019,11487.907,73.06040816326531,22.811337868480727,3.2081632653061223,5235.912109,01/08/2019,10.00383064516129,-0.430123035,0.3545999999999998,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/09/2019,10022.198,68.25112244897959,20.139512471655323,2.572857142857143,5235.912109,01/09/2019,9.985443548387096,0.1735896784892734,0.3546000000000003,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/10/2019,8925.995,52.693163265306126,11.496201814058958,3.9144897959183673,5235.912109,01/10/2019,9.784354838709678,-0.358014814,0.8470999999999999,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/11/2019,6591.546,40.28357142857143,4.601984126984126,2.2098979591836736,5235.912109,01/11/2019,9.678669354838709,0.2062699741881755,1.0834999999999997,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/12/2019,5499.833,35.88295918367347,2.1571995464852614,3.0301020408163266,5235.912109,01/12/2019,9.464233870967742,0.015710764,3.4672,7720.33,0.430102436,0.3,4.6,0,1,1,0,0,1
01/01/2020,6771.415,34.710510204081636,1.5058390022675756,3.036530612244898,4689.953613,01/01/2020,9.532177419,-0.267450089,1.9008,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/02/2020,8184.136,35.35775510204081,1.8654195011337846,2.8310204081632655,4689.953613,01/02/2020,9.634072580645162,0.1740548833541266,0.6511999999999998,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/03/2020,9773.502,45.51714285714286,7.5095238095238095,3.2241836734693874,4689.953613,01/03/2020,9.633548387096774,-0.241493365,0.3519999999999999,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/04/2020,11736.478,50.057755102040815,10.032086167800452,3.028265306122449,4689.953613,01/04/2020,9.785846774193548,0.1667587952383469,1.1087999999999998,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/05/2020,13920.704,60.23663265306122,15.687018140589569,3.3196938775510203,4689.953613,01/05/2020,9.880766129032258,0.1679088991515898,0.5808000000000001,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/06/2020,13923.046,70.24765306,21.248696145124722,3.009897959183673,4689.953613,01/06/2020,10.048346774193549,-0.238427198,2.1472000000000007,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/07/2020,15015.049,75.57887755,24.210487528344668,3.4423469387755103,4689.953613,01/07/2020,9.976774193548389,0.4661154877065685,0.7040000000000006,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/08/2020,13513.938,73.96306122448979,23.31281179138322,3.036020408163265,4689.953613,01/08/2020,10.077862903225808,-0.540164801,1.0559999999999994,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/09/2020,11453.824,65.34683673469388,18.526020408163266,2.702346939,4689.953613,01/09/2020,10.125362903225808,0.1258249533942153,0.9855999999999994,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/10/2020,10395.327,53.83755102040816,12.131972789115647,2.7562244897959185,4689.953613,01/10/2020,9.875322581,-0.036982344,0.5280000000000012,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/11/2020,8453.286,46.22561224489795,7.903117913832195,2.3664285714285715,4689.953613,01/11/2020,9.734516129032258,0.1388487310436397,1.425599999999999,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/12/2020,7580.392,35.26744897959184,1.815249433106578,2.5763265306122447,4689.953613,01/12/2020,9.534556451612904,0.017752964,5.491199999999998,7105.16,0.399276641,0.26,5.02,0,1,1,0,0,1
01/01/2021,8309.065,33.663163265306125,0.9239795918367358,2.2459183673469387,5020.11084,01/01/2021,9.5025,-0.188210558,0.5115,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/02/2021,9269.549,29.47255102040816,-1.404138322,2.3495918367346937,5020.11084,01/02/2021,10.053669354838709,0.1462529143343993,1.1054999999999997,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/03/2021,13454.489,44.95836734693878,7.199092970521544,2.993877551020408,5020.11084,01/03/2021,9.850846774193547,-0.224275103,2.5575,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/04/2021,15502.05,51.46275510204082,10.812641723356014,2.3823469387755103,5020.11084,01/04/2021,9.991370967741936,0.2812189368591997,0.6765000000000001,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/05/2021,17519.847,60.08806122,15.604478458049888,3.1865306122448978,5020.11084,01/05/2021,10.07100806451613,0.022656847,0.957,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/06/2021,17303.944,72.09969387755102,22.27760770975057,3.2972448979591835,5020.11084,01/06/2021,10.30233870967742,-0.267315211,0.9735000000000006,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/07/2021,17384.077,74.60510204081633,23.669501133786852,4.093061224489796,5020.11084,01/07/2021,10.38641129032258,0.1200326232956401,1.5014999999999987,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/08/2021,16891.194,73.83734693877551,23.24297052154195,3.681428571428571,5020.11084,01/08/2021,10.40899193548387,-0.200507551,2.640000000000001,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/09/2021,15584.013,67.32938775510203,19.62743764172335,3.036326530612245,5020.11084,01/09/2021,10.587741935483873,-0.028060176,1.616999999999999,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/10/2021,13088.992,57.31377551020408,14.063208616780045,3.578265306122449,5020.11084,01/10/2021,10.444274193548386,-0.052378382,1.3035000000000014,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/11/2021,11054.161,43.87520408163266,6.597335600907034,1.3956122448979593,5020.11084,01/11/2021,10.39516129032258,0.094238157,1.4519999999999984,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/12/2021,9061.069,39.08816326530612,3.9378684807256232,2.530918367346939,5020.11084,01/12/2021,10.2425,0.2120741990620698,5.313000000000001,8301.79,0.42067806,0.22,4.98,1,0,1,0,1,0
01/01/2022,11198.126,29.310918367346943,-1.49393424,1.9757142857142858,5055.402832,01/01/2022,10.428629032258064,-0.213053029,1.5582,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/02/2022,12743.581,32.89142857142857,0.49523809523809426,2.2632653061224492,5055.402832,01/02/2022,10.613064516129032,-0.229144905,0.2861999999999999,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/03/2022,16815.307,43.35693878,6.309410430839001,2.6048979591836736,5055.402832,01/03/2022,10.737580645161293,0.2443979440725732,1.1130000000000002,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/04/2022,19072.627,50.159897959183674,10.088832199546484,2.988979591836735,5055.402832,01/04/2022,10.96858870967742,0.076325688,1.0652999999999997,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/05/2022,21355.99,62.072653061224486,16.707029478458047,3.4971428571428573,5055.402832,01/05/2022,11.215120967741935,1.0914703805304584,1.128900000000001,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/06/2022,22281.424,70.49071428571429,21.38373015873016,2.6014285714285714,5055.402832,01/06/2022,11.739354838709678,-1.015750138,1.8762,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/07/2022,22203.125,75.80602040816326,24.336678004535145,3.2187755102040816,5055.402832,01/07/2022,11.901612903225804,0.358766212,0.8744999999999998,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/08/2022,20696.6,74.09071428571428,23.38373015873016,3.3329591836734695,5055.402832,01/08/2022,12.18391129032258,-0.640107612,1.081200000000001,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/09/2022,18830.441,67.18897959183673,19.54943310657596,2.313775510204082,5055.402832,01/09/2022,12.144395161290324,-0.031339005,1.2083999999999997,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/10/2022,16963.792,54.52326530612245,12.512925170068026,2.0355102040816324,5055.402832,01/10/2022,11.810120967741934,-0.2914843,0.795,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/11/2022,12437.742,41.78938775510204,5.438548752834468,2.632142857142857,5055.402832,01/11/2022,11.541209677419356,0.286287424,1.2242999999999993,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/12/2022,10475.38,32.86551020408164,0.4808390022675763,3.116530612244898,5055.402832,01/12/2022,11.55016129032258,-0.037970096,4.3725,7519.33,0.346953804,0.3,5.04,1,0,1,0,1,0
01/01/2023,11794.645,35.190612244897956,1.772562358276642,3.2510204081632654,4918.406738,01/01/2023,11.79358870967742,0.032244105,1.8603,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/02/2023,13821.533,36.13918367346939,2.299546485260772,2.2566326530612244,4918.406738,01/02/2023,11.920645161290324,-0.236675487,0.8109,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/03/2023,18217.548,40.370714285714286,4.650396825396825,3.0545918367346943,4918.406738,01/03/2023,11.745725806451611,0.5191093594196552,1.1766,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/04/2023,21803.493,51.29265306122449,10.718140589569161,2.833061224489796,4918.406738,01/04/2023,11.632217741935484,-0.078614004,1.2879,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/05/2023,24824.279,61.789489795918364,16.54971655328798,2.7157142857142857,4918.406738,01/05/2023,11.645040322580645,0.089812261,1.6376999999999995,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/06/2023,25239.126,68.76724489795917,20.426247165532875,3.191938775510204,4918.406738,01/06/2023,11.911330645161293,-0.735096274,2.544000000000001,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/07/2023,26614.48,75.10255102040817,23.945861678004537,3.6342857142857143,4918.406738,01/07/2023,11.92915322580645,0.6349964509371606,3.1323,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/08/2023,25247.592,73.56173469387755,23.08985260770975,3.270612244897959,4918.406738,01/08/2023,12.028387096774193,-0.406100685,1.0335000000000003,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/09/2023,22186.887,67.38724489795918,19.659580498866212,2.583775510204082,4918.406738,01/09/2023,12.066733870967743,0.61282164,1.6535999999999988,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/10/2023,20196.382,55.973775510204085,13.318764172335603,2.362857142857143,4918.406738,01/10/2023,11.944032258064516,-0.339092417,2.862000000000001,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/11/2023,15384.307,43.64,6.466666666666667,1.5907142857142855,4918.406738,01/11/2023,11.73657258064516,0.2278726468283656,1.4786999999999997,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/12/2023,13606.428,39.41285714285714,4.118253968253968,3.1810204081632656,4918.406738,01/12/2023,11.62125,-0.051527909,11.1618,8096.03,0.350468473,0.3,5.41,1,0,1,0,1,0
01/01/2024,14308.637,31.218979591836735,-0.433900227,3.7367346938775508,4904.119629,01/01/2024,11.837620967741936,0.9580348612804565,4.008900000000001,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/02/2024,17881.982,39.97530612244898,4.430725623582765,1.955408163265306,4904.119629,01/02/2024,11.845241935483871,0.06147756,0.9176999999999998,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/03/2024,23131.619,44.62795918367347,7.015532879818593,3.4305102040816324,4904.119629,01/03/2024,11.84298387096774,-2.131678981,4.636800000000001,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/04/2024,27073.05,53.26632653061225,11.814625850340137,3.235918367346939,4904.119629,01/04/2024,11.889153225806451,-0.801958546,1.9802999999999995,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/05/2024,30910.121,62.530204081632654,16.96122448979592,4.066428571428571,4904.119629,01/05/2024,11.914556451612905,4.131978778653295,3.8962,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/06/2024,33011.565,71.55102040816327,21.972789115646258,3.0639795918367345,4904.119629,01/06/2024,12.126129032258063,0,4.105500000000001,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/07/2024,33262.112,75.23061224489797,24.017006802721095,3.6044897959183673,4904.119629,01/07/2024,12.31141129032258,0,1.561699999999998,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/08/2024,32740.811,73.33683673469388,22.964909297052152,3.030306122,4904.119629,01/08/2024,12.369556451612905,0,1.8193000000000008,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/09/2024,28048.769,68.00826530612245,20.004591836734694,2.5705102040816326,4904.119629,01/09/2024,12.347822580645165,0,4.057200000000003,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/10/2024,26563.94,58.068673469387754,14.482596371882087,1.0183673469387755,4904.119629,01/10/2024,12.19983870967742,0,5.071499999999998,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/11/2024,19234.013,45.50346939,7.501927437641724,3.1625510204081633,4904.119629,01/11/2024,12.078387096774192,-0.142115332,7.325500000000002,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
01/12/2024,17585.341,36.89653061,2.720294784580501,2.7143877551020408,4904.119629,01/12/2024,11.927701612903226,0.1421153320579393,9.015999999999998,7516.12,0.415762656,0.3,5.23,1,0,0,1,1,0
